Precinct,rank1,rank2,rank3
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,skipped,skipped
