precinct,rank1,rank2,rank3
2001-07-08,writein,skipped,skipped
2001-07-02,writein,Lisa Goodman,skipped
2001-07-02,writein,Lisa Goodman,skipped
2001-07-06,writein,writein,writein
2001-07-04,writein,writein,skipped
2001-07-03,writein,skipped,skipped
2001-07-02,writein,skipped,skipped
2001-07-08,writein,writein,writein
2001-07-08,Lisa Goodman,writein,writein
2001-07-09,Lisa Goodman,writein,skipped
2001-07-08,Lisa Goodman,writein,writein
2001-07-03,Lisa Goodman,writein,skipped
2001-07-08,Lisa Goodman,Michael J. Katch,writein
2001-07-04,Lisa Goodman,Michael J. Katch,writein
2001-07-03,Lisa Goodman,Michael J. Katch,writein
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-01,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
2001-07-02,Lisa Goodman,Michael J. Katch,Jeffrey Alan Wagner
