precinct,rank1,rank2,rank3
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-09,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-02,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,BOB REUER
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-03,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-01,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-03,BOB REUER,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-06,skipped,skipped,skipped
MINNEAPOLIS W-13 P-05,MISSY DURANT,DAVID REGAN,BOB REUER
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,BOB REUER,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,MISSY DURANT,MATT PERRY,skipped
MINNEAPOLIS W-13 P-01,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-04,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-08,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-08,BOB REUER,skipped,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-07,MISSY DURANT,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-04,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-05,MISSY DURANT,MATT PERRY,BOB REUER
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-08,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-02,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-09,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-08,MISSY DURANT,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-04,MISSY DURANT,skipped,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-09,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-01,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-09,MISSY DURANT,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-07,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-04,skipped,skipped,skipped
MINNEAPOLIS W-13 P-07,MISSY DURANT,LINEA PALMISANO,DAVID REGAN
MINNEAPOLIS W-13 P-04,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-06,MISSY DURANT,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-06,DAVID REGAN,LINEA PALMISANO,BOB REUER
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-04,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-05,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-09,skipped,skipped,skipped
MINNEAPOLIS W-13 P-05,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-05,MISSY DURANT,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-06,BOB REUER,DAVID REGAN,MISSY DURANT
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-01,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-03,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-06,MATT PERRY,BOB REUER,MISSY DURANT
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,BOB REUER,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,BOB REUER,DAVID REGAN
MINNEAPOLIS W-13 P-06,MATT PERRY,BOB REUER,MATT PERRY
MINNEAPOLIS W-13 P-09,BOB REUER,skipped,skipped
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-02,MISSY DURANT,MATT PERRY,LINEA PALMISANO
MINNEAPOLIS W-13 P-07,MATT PERRY,BOB REUER,LINEA PALMISANO
MINNEAPOLIS W-13 P-04,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,BOB REUER
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-04,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,BOB REUER
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,BOB REUER
MINNEAPOLIS W-13 P-02,MATT PERRY,LINEA PALMISANO,BOB REUER
MINNEAPOLIS W-13 P-05,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,MISSY DURANT,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-09,DAVID REGAN,BOB REUER,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-02,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MISSY DURANT,BOB REUER
MINNEAPOLIS W-13 P-09,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-08,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,BOB REUER,DAVID REGAN
MINNEAPOLIS W-13 P-02,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-06,skipped,skipped,skipped
MINNEAPOLIS W-13 P-08,MISSY DURANT,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-01,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-09,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-02,MATT PERRY,DAVID REGAN,BOB REUER
MINNEAPOLIS W-13 P-02,MISSY DURANT,BOB REUER,MATT PERRY
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-02,BOB REUER,skipped,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,BOB REUER
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-03,DAVID REGAN,BOB REUER,skipped
MINNEAPOLIS W-13 P-04,skipped,skipped,skipped
MINNEAPOLIS W-13 P-08,skipped,skipped,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-07,BOB REUER,DAVID REGAN,LINEA PALMISANO
MINNEAPOLIS W-13 P-01,MATT PERRY,LINEA PALMISANO,BOB REUER
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,BOB REUER,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,DAVID REGAN
MINNEAPOLIS W-13 P-01,skipped,skipped,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-05,MATT PERRY,MISSY DURANT,BOB REUER
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-04,MISSY DURANT,MATT PERRY,skipped
MINNEAPOLIS W-13 P-06,MATT PERRY,MATT PERRY,MATT PERRY
MINNEAPOLIS W-13 P-04,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-01,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-06,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-03,MATT PERRY,MISSY DURANT,BOB REUER
MINNEAPOLIS W-13 P-07,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-04,skipped,skipped,skipped
MINNEAPOLIS W-13 P-06,BOB REUER,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-06,BOB REUER,LINEA PALMISANO,MATT PERRY
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-04,MISSY DURANT,skipped,skipped
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-03,MATT PERRY,LINEA PALMISANO,MISSY DURANT
MINNEAPOLIS W-13 P-04,LINEA PALMISANO,MATT PERRY,BOB REUER
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-09,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-08,MISSY DURANT,DAVID REGAN,MATT PERRY
MINNEAPOLIS W-13 P-01,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-06,MISSY DURANT,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-03,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-06,MISSY DURANT,MATT PERRY,BOB REUER
MINNEAPOLIS W-13 P-01,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-05,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-06,MISSY DURANT,MATT PERRY,BOB REUER
MINNEAPOLIS W-13 P-02,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO
MINNEAPOLIS W-13 P-07,MATT PERRY,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-03,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,skipped,skipped
MINNEAPOLIS W-13 P-04,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-04,BOB REUER,DAVID REGAN,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,skipped,MISSY DURANT
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-09,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-06,LINEA PALMISANO,MATT PERRY,skipped
MINNEAPOLIS W-13 P-05,MISSY DURANT,BOB REUER,DAVID REGAN
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
MINNEAPOLIS W-13 P-05,LINEA PALMISANO,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-03,BOB REUER,MISSY DURANT,DAVID REGAN
MINNEAPOLIS W-13 P-07,BOB REUER,DAVID REGAN,MATT PERRY
MINNEAPOLIS W-13 P-03,MATT PERRY,MISSY DURANT,LINEA PALMISANO
MINNEAPOLIS W-13 P-07,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-04,MISSY DURANT,LINEA PALMISANO,skipped
MINNEAPOLIS W-13 P-03,LINEA PALMISANO,MISSY DURANT,MATT PERRY
MINNEAPOLIS W-13 P-07,MATT PERRY,MISSY DURANT,skipped
MINNEAPOLIS W-13 P-06,BOB REUER,skipped,skipped
MINNEAPOLIS W-13 P-02,LINEA PALMISANO,MATT PERRY,MISSY DURANT
MINNEAPOLIS W-13 P-06,MATT PERRY,skipped,skipped
