ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
91902_00000_730730,Ballot 38 - Type 38,Early Voting,Judicial District 4,Judicial,District 36 - Early Voting,District 36 - Early Voting - 2,Region I,"Bishop, Click",skipped,skipped,skipped
91910_00000_031999,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region I,skipped,skipped,skipped,skipped
91910_00000_108514,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region I,"Bishop, Click",skipped,skipped,skipped
91910_00000_314728,Ballot 37 - Type 37,Early Voting,Judicial District 4,Judicial,District 35 - Early Voting,District 35 - Early Voting,Region I,skipped,skipped,skipped,skipped
35586_00000_000378,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_001739,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Williams, Robert ""Bert""","Bishop, Click",skipped
35586_00000_002295,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_003467,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_007501,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_008052,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped,skipped
35586_00000_010570,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_013664,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_014758,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_016482,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_018921,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_020457,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_021862,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_022749,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_027338,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_028285,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_029511,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_032971,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_033520,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_035718,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_036654,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_039492,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_040309,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_041910,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_042276,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click",skipped,skipped
35586_00000_043143,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_044887,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_055121,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_056570,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_057482,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_058708,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_059664,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_061226,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_063319,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_064900,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_065847,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_067683,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_071768,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_073492,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_075971,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_076020,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_079154,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_080643,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_081087,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_082110,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_084276,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_086309,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_090081,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_092852,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped,skipped
35586_00000_095295,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_097427,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_098739,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_099348,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_100474,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_101823,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_103016,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_105549,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_107380,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_112607,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Verhagen, Elijah M.","Bishop, Click",skipped
35586_00000_115946,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_116035,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_117713,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_118568,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_119179,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_120006,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_122873,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_124589,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_127434,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_129390,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_131617,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_132558,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_136403,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_137129,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_138936,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_139045,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_140188,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_141814,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_142955,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_144632,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_146261,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_150159,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_152946,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_155760,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_157035,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_158207,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_159413,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_161965,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_163198,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_164804,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_165672,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_169251,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_172436,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_173045,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Williams, Robert ""Bert""","Bishop, Click",skipped
35586_00000_175558,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,skipped,skipped,skipped
35586_00000_176129,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_178617,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_179703,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_183361,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_184955,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_185894,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_186188,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_188622,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_190230,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Verhagen, Elijah M.","Bishop, Click",skipped
35586_00000_191599,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_193774,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_197066,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_198823,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_200801,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_201115,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_202372,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_203648,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click",skipped,skipped
35586_00000_204084,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_212731,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_213840,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
35586_00000_215053,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_216924,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_219506,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_220638,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_221094,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_222105,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_227861,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped,skipped
35586_00000_228322,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_235441,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,"Verhagen, Elijah M.",skipped,skipped
35586_00000_236830,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_237516,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_238063,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_239974,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_240525,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_241146,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_243659,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_244760,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped
35586_00000_245287,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""",skipped,skipped
35586_00000_247913,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_252053,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped
35586_00000_256702,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Williams, Robert ""Bert""","Verhagen, Elijah M.",skipped
35586_00000_257924,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,skipped,"Verhagen, Elijah M.","Bishop, Click",skipped
35586_00000_258431,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_259840,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Williams, Robert ""Bert""",skipped,skipped
35586_00000_260983,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_263575,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_264136,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_265700,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_266669,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_268297,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_270830,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click",skipped,skipped
35586_00000_274023,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click",skipped,skipped
35586_00000_276516,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_277474,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.","Bishop, Click","Williams, Robert ""Bert""",skipped
35586_00000_278741,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click",skipped,skipped,skipped
35586_00000_279330,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Bishop, Click","Verhagen, Elijah M.",skipped,skipped
35586_00000_281460,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Verhagen, Elijah M.",skipped,skipped,skipped
35586_00000_283993,Ballot 37 - Type 37,Election Day,Judicial District 4,Judicial,35-586 Geist,35-586 Geist,Region III,"Williams, Robert ""Bert""","Bishop, Click","Verhagen, Elijah M.",skipped
