Precinct,rank1,rank2,rank3
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
MINNEAPOLIS W-1 P-10,skipped,skipped,skipped
