precinct,rank1,rank2,rank3
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-08,Steve Barland,Carol Kummer,Jason Stone
2001-11-09,Steve Barland,Carol Kummer,Jason Stone
2001-11-09,Steve Barland,Carol Kummer,Jason Stone
2001-11-09,Steve Barland,Carol Kummer,Jason Stone
2001-11-09,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-02,Steve Barland,Carol Kummer,Jason Stone
2001-12-03,Steve Barland,Carol Kummer,Jason Stone
2001-12-03,Steve Barland,Carol Kummer,Jason Stone
2001-12-03,Steve Barland,Carol Kummer,Jason Stone
2001-12-04,Steve Barland,Carol Kummer,Jason Stone
2001-12-04,Steve Barland,Carol Kummer,Jason Stone
2001-12-04,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-05,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-06,Steve Barland,Carol Kummer,Jason Stone
2001-12-08,Steve Barland,Carol Kummer,Jason Stone
2001-12-08,Steve Barland,Carol Kummer,Jason Stone
2001-12-08,Steve Barland,Carol Kummer,Jason Stone
2001-12-08,Steve Barland,Carol Kummer,Jason Stone
2001-12-09,Steve Barland,Carol Kummer,Jason Stone
2001-12-09,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-12-11,Steve Barland,Carol Kummer,Jason Stone
2001-08-04,Steve Barland,Carol Kummer,skipped
2001-08-04,Steve Barland,Carol Kummer,skipped
2001-08-04,Steve Barland,Carol Kummer,skipped
2001-08-04,Steve Barland,Carol Kummer,skipped
2001-08-04,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-05,Steve Barland,Carol Kummer,skipped
2001-08-08,Steve Barland,Carol Kummer,skipped
2001-08-08,Steve Barland,Carol Kummer,skipped
2001-08-08,Steve Barland,Carol Kummer,skipped
2001-08-08,Steve Barland,Carol Kummer,skipped
2001-08-08,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-09,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-08-10,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-07,Steve Barland,Carol Kummer,skipped
2001-09-08,Steve Barland,Carol Kummer,skipped
2001-09-08,Steve Barland,Carol Kummer,skipped
2001-09-08,Steve Barland,Carol Kummer,skipped
2001-09-08,Steve Barland,Carol Kummer,skipped
2001-09-08,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-05,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-07,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-08,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-11-09,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-02,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-03,Steve Barland,Carol Kummer,skipped
2001-12-04,Steve Barland,Carol Kummer,skipped
2001-12-04,Steve Barland,Carol Kummer,skipped
2001-12-04,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-05,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-06,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-08,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-09,Steve Barland,Carol Kummer,skipped
2001-12-10,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-12-11,Steve Barland,Carol Kummer,skipped
2001-11-06,Steve Barland,McClain Looney,Carol Kummer
2001-11-06,Steve Barland,McClain Looney,Carol Kummer
2001-11-06,Steve Barland,McClain Looney,Carol Kummer
2001-11-08,Steve Barland,McClain Looney,Carol Kummer
2001-11-08,Steve Barland,McClain Looney,Carol Kummer
